"seqid","source","type","start","end","score","strand","phase","attributes","longitud"
"JAJSEB010000012.1","Genbank","gene",18,527,".","-",".","ID=gene-LSM04_000567;Name=LSM04_000567;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000567;partial=true;start_range=.,18",510
"JAJSEB010000016.1","Genbank","gene",231533,232537,".","-",".","ID=gene-LSM04_005249;Name=LSM04_005249;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005249",1005
"JAJSEB010000016.1","Genbank","gene",237749,238021,".","-",".","ID=gene-LSM04_000375;Name=LSM04_000375;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000375",273
"JAJSEB010000016.1","Genbank","gene",239006,240146,".","+",".","ID=gene-LSM04_008594;Name=LSM04_008594;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008594",1141
"JAJSEB010000016.1","Genbank","gene",240180,240446,".","-",".","ID=gene-LSM04_002554;Name=LSM04_002554;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002554",267
"JAJSEB010000016.1","Genbank","gene",240362,241284,".","+",".","ID=gene-LSM04_000639;Name=LSM04_000639;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000639",923
"JAJSEB010000016.1","Genbank","gene",241580,242309,".","-",".","ID=gene-LSM04_009184;Name=LSM04_009184;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009184",730
"JAJSEB010000016.1","Genbank","gene",242324,242686,".","+",".","ID=gene-LSM04_002269;Name=LSM04_002269;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002269",363
"JAJSEB010000016.1","Genbank","gene",244043,245383,".","+",".","ID=gene-LSM04_000972;Name=LSM04_000972;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000972",1341
"JAJSEB010000016.1","Genbank","gene",246910,247943,".","-",".","ID=gene-LSM04_002612;Name=LSM04_002612;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002612",1034
"JAJSEB010000016.1","Genbank","gene",248002,248406,".","+",".","ID=gene-LSM04_001252;Name=LSM04_001252;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001252",405
"JAJSEB010000016.1","Genbank","gene",249270,250172,".","-",".","ID=gene-LSM04_001759;Name=LSM04_001759;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001759",903
"JAJSEB010000016.1","Genbank","gene",250539,253625,".","-",".","ID=gene-LSM04_006479;Name=LSM04_006479;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006479",3087
"JAJSEB010000016.1","Genbank","gene",254004,255836,".","-",".","ID=gene-LSM04_006845;Name=LSM04_006845;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006845",1833
"JAJSEB010000016.1","Genbank","gene",256028,257224,".","-",".","ID=gene-LSM04_000976;Name=LSM04_000976;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000976",1197
"JAJSEB010000016.1","Genbank","gene",257585,258322,".","-",".","ID=gene-LSM04_001885;Name=LSM04_001885;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001885",738
"JAJSEB010000016.1","Genbank","gene",259313,261082,".","-",".","ID=gene-LSM04_004575;Name=LSM04_004575;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004575",1770
"JAJSEB010000016.1","Genbank","gene",261609,263342,".","-",".","ID=gene-LSM04_001700;Name=LSM04_001700;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001700",1734
"JAJSEB010000016.1","Genbank","gene",263812,265332,".","-",".","ID=gene-LSM04_003530;Name=LSM04_003530;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003530",1521
"JAJSEB010000016.1","Genbank","gene",265948,267963,".","-",".","ID=gene-LSM04_002586;Name=LSM04_002586;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002586",2016
"JAJSEB010000016.1","Genbank","gene",268803,269117,".","-",".","ID=gene-LSM04_004037;Name=LSM04_004037;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004037",315
"JAJSEB010000016.1","Genbank","gene",269848,272151,".","-",".","ID=gene-LSM04_000302;Name=LSM04_000302;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000302",2304
"JAJSEB010000016.1","Genbank","gene",273100,278709,".","-",".","ID=gene-LSM04_002309;Name=LSM04_002309;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002309",5610
"JAJSEB010000016.1","Genbank","gene",280010,281398,".","-",".","ID=gene-LSM04_005041;Name=LSM04_005041;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005041",1389
"JAJSEB010000016.1","Genbank","gene",282107,284662,".","-",".","ID=gene-LSM04_009112;Name=LSM04_009112;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009112",2556
"JAJSEB010000016.1","Genbank","gene",285236,288382,".","-",".","ID=gene-LSM04_009157;Name=LSM04_009157;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009157",3147
"JAJSEB010000016.1","Genbank","gene",289245,290291,".","-",".","ID=gene-LSM04_006776;Name=LSM04_006776;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006776",1047
"JAJSEB010000016.1","Genbank","gene",290891,291319,".","-",".","ID=gene-LSM04_002894;Name=LSM04_002894;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002894",429
"JAJSEB010000016.1","Genbank","gene",291649,292884,".","-",".","ID=gene-LSM04_004851;Name=LSM04_004851;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004851",1236
"JAJSEB010000016.1","Genbank","gene",294434,296221,".","-",".","ID=gene-LSM04_003765;Name=LSM04_003765;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003765",1788
"JAJSEB010000016.1","Genbank","gene",296962,297270,".","-",".","ID=gene-LSM04_006411;Name=LSM04_006411;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006411",309
"JAJSEB010000016.1","Genbank","gene",297883,298581,".","-",".","ID=gene-LSM04_002341;Name=LSM04_002341;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002341",699
"JAJSEB010000016.1","Genbank","gene",299344,301398,".","-",".","ID=gene-LSM04_009362;Name=LSM04_009362;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009362",2055
"JAJSEB010000016.1","Genbank","gene",301949,302551,".","-",".","ID=gene-LSM04_003282;Name=LSM04_003282;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003282",603
"JAJSEB010000016.1","Genbank","gene",302958,303764,".","-",".","ID=gene-LSM04_005221;Name=LSM04_005221;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005221",807
"JAJSEB010000016.1","Genbank","gene",304267,307317,".","-",".","ID=gene-LSM04_000003;Name=LSM04_000003;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000003",3051
"JAJSEB010000016.1","Genbank","gene",307992,308378,".","-",".","ID=gene-LSM04_000767;Name=LSM04_000767;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000767",387
"JAJSEB010000016.1","Genbank","gene",310640,311683,".","-",".","ID=gene-LSM04_008761;Name=LSM04_008761;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008761",1044
"JAJSEB010000016.1","Genbank","gene",312160,316656,".","-",".","ID=gene-LSM04_000006;Name=LSM04_000006;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000006",4497
"JAJSEB010000016.1","Genbank","gene",317235,318155,".","-",".","ID=gene-LSM04_001702;Name=LSM04_001702;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001702",921
"JAJSEB010000016.1","Genbank","gene",318923,319786,".","-",".","ID=gene-LSM04_008101;Name=LSM04_008101;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008101",864
"JAJSEB010000016.1","Genbank","gene",321727,322137,".","-",".","ID=gene-LSM04_008275;Name=LSM04_008275;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008275",411
"JAJSEB010000016.1","Genbank","gene",322760,324205,".","-",".","ID=gene-LSM04_005971;Name=LSM04_005971;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005971",1446
"JAJSEB010000016.1","Genbank","gene",325450,326343,".","-",".","ID=gene-LSM04_001748;Name=LSM04_001748;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001748",894
"JAJSEB010000016.1","Genbank","gene",328345,330078,".","-",".","ID=gene-LSM04_007675;Name=LSM04_007675;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007675",1734
"JAJSEB010000016.1","Genbank","gene",331454,334093,".","-",".","ID=gene-LSM04_008699;Name=LSM04_008699;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008699",2640
"JAJSEB010000016.1","Genbank","gene",334696,335580,".","-",".","ID=gene-LSM04_000911;Name=LSM04_000911;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000911",885
"JAJSEB010000016.1","Genbank","gene",335974,336852,".","-",".","ID=gene-LSM04_006109;Name=LSM04_006109;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006109",879
"JAJSEB010000016.1","Genbank","gene",337161,339350,".","-",".","ID=gene-LSM04_006366;Name=LSM04_006366;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006366",2190
"JAJSEB010000016.1","Genbank","gene",340071,340919,".","-",".","ID=gene-LSM04_002374;Name=LSM04_002374;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002374",849
"JAJSEB010000016.1","Genbank","gene",346910,349948,".","-",".","ID=gene-LSM04_004728;Name=LSM04_004728;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004728",3039
"JAJSEB010000016.1","Genbank","gene",353727,355703,".","-",".","ID=gene-LSM04_001202;Name=LSM04_001202;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001202",1977
"JAJSEB010000016.1","Genbank","gene",357111,359099,".","-",".","ID=gene-LSM04_007766;Name=LSM04_007766;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007766",1989
"JAJSEB010000016.1","Genbank","gene",359909,361360,".","-",".","ID=gene-LSM04_008686;Name=LSM04_008686;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008686",1452
"JAJSEB010000016.1","Genbank","gene",361902,363341,".","-",".","ID=gene-LSM04_009018;Name=LSM04_009018;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009018",1440
"JAJSEB010000016.1","Genbank","gene",363540,364568,".","-",".","ID=gene-LSM04_001473;Name=LSM04_001473;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001473",1029
"JAJSEB010000016.1","Genbank","gene",365008,366323,".","-",".","ID=gene-LSM04_003513;Name=LSM04_003513;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003513",1316
"JAJSEB010000016.1","Genbank","gene",366748,367137,".","-",".","ID=gene-LSM04_003226;Name=LSM04_003226;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003226",390
"JAJSEB010000016.1","Genbank","gene",367952,369469,".","-",".","ID=gene-LSM04_005165;Name=LSM04_005165;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005165",1518
"JAJSEB010000016.1","Genbank","gene",369812,370264,".","-",".","ID=gene-LSM04_006337;Name=LSM04_006337;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006337",453
"JAJSEB010000016.1","Genbank","gene",370784,371758,".","-",".","ID=gene-LSM04_004752;Name=LSM04_004752;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004752",975
"JAJSEB010000016.1","Genbank","gene",372046,372921,".","-",".","ID=gene-LSM04_002180;Name=LSM04_002180;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002180",876
"JAJSEB010000016.1","Genbank","gene",373690,375177,".","-",".","ID=gene-LSM04_005408;Name=LSM04_005408;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005408",1488
"JAJSEB010000016.1","Genbank","gene",377257,379287,".","-",".","ID=gene-LSM04_003400;Name=LSM04_003400;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003400",2031
"JAJSEB010000016.1","Genbank","gene",379844,380524,".","-",".","ID=gene-LSM04_005346;Name=LSM04_005346;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005346",681
"JAJSEB010000016.1","Genbank","gene",381005,382756,".","-",".","ID=gene-LSM04_001707;Name=LSM04_001707;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001707",1752
"JAJSEB010000016.1","Genbank","gene",383778,386009,".","-",".","ID=gene-LSM04_002709;Name=LSM04_002709;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002709",2232
"JAJSEB010000016.1","Genbank","gene",386706,387071,".","-",".","ID=gene-LSM04_000575;Name=LSM04_000575;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000575",366
"JAJSEB010000016.1","Genbank","gene",388308,391685,".","-",".","ID=gene-LSM04_008634;Name=LSM04_008634;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008634",3378
"JAJSEB010000016.1","Genbank","gene",392927,397411,".","-",".","ID=gene-LSM04_005278;Name=LSM04_005278;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005278",4485
"JAJSEB010000016.1","Genbank","gene",399167,400654,".","-",".","ID=gene-LSM04_000654;Name=LSM04_000654;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000654",1488
"JAJSEB010000016.1","Genbank","gene",401326,405549,".","-",".","ID=gene-LSM04_007994;Name=LSM04_007994;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007994",4224
"JAJSEB010000016.1","Genbank","gene",406189,406485,".","-",".","ID=gene-LSM04_008487;Name=LSM04_008487;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008487",297
"JAJSEB010000016.1","Genbank","gene",406498,407024,".","-",".","ID=gene-LSM04_004873;Name=LSM04_004873;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004873",527
"JAJSEB010000016.1","Genbank","gene",407416,408198,".","-",".","ID=gene-LSM04_005505;Name=LSM04_005505;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005505",783
"JAJSEB010000016.1","Genbank","gene",408791,409087,".","-",".","ID=gene-LSM04_000886;Name=LSM04_000886;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000886",297
"JAJSEB010000016.1","Genbank","gene",409100,409626,".","-",".","ID=gene-LSM04_004737;Name=LSM04_004737;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004737",527
"JAJSEB010000016.1","Genbank","gene",410085,411902,".","-",".","ID=gene-LSM04_007095;Name=LSM04_007095;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007095",1818
"JAJSEB010000016.1","Genbank","gene",413011,413919,".","-",".","ID=gene-LSM04_000096;Name=LSM04_000096;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000096",909
"JAJSEB010000016.1","Genbank","gene",415642,416862,".","-",".","ID=gene-LSM04_001711;Name=LSM04_001711;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001711",1221
"JAJSEB010000016.1","Genbank","gene",417703,418848,".","-",".","ID=gene-LSM04_001105;Name=LSM04_001105;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001105",1146
"JAJSEB010000016.1","Genbank","gene",419115,419369,".","-",".","ID=gene-LSM04_004817;Name=LSM04_004817;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004817",255
"JAJSEB010000016.1","Genbank","gene",419899,422175,".","-",".","ID=gene-LSM04_001337;Name=LSM04_001337;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001337",2277
"JAJSEB010000016.1","Genbank","gene",422619,425573,".","-",".","ID=gene-LSM04_009651;Name=LSM04_009651;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009651",2955
"JAJSEB010000016.1","Genbank","gene",426251,427453,".","-",".","ID=gene-LSM04_006931;Name=LSM04_006931;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006931",1203
"JAJSEB010000016.1","Genbank","gene",427831,429231,".","-",".","ID=gene-LSM04_008565;Name=LSM04_008565;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008565",1401
"JAJSEB010000016.1","Genbank","gene",429521,432208,".","-",".","ID=gene-LSM04_009310;Name=LSM04_009310;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009310",2688
"JAJSEB010000016.1","Genbank","gene",432853,433323,".","-",".","ID=gene-LSM04_005152;Name=LSM04_005152;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005152",471
"JAJSEB010000016.1","Genbank","gene",433809,434549,".","-",".","ID=gene-LSM04_004165;Name=LSM04_004165;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004165",741
"JAJSEB010000016.1","Genbank","gene",434956,436011,".","-",".","ID=gene-LSM04_008227;Name=LSM04_008227;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008227",1056
"JAJSEB010000016.1","Genbank","gene",436414,438198,".","-",".","ID=gene-LSM04_005969;Name=LSM04_005969;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005969",1785
"JAJSEB010000016.1","Genbank","gene",438531,439208,".","-",".","ID=gene-LSM04_004642;Name=LSM04_004642;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004642",678
"JAJSEB010000016.1","Genbank","gene",440230,441141,".","-",".","ID=gene-LSM04_001673;Name=LSM04_001673;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001673",912
"JAJSEB010000016.1","Genbank","gene",441419,442630,".","-",".","ID=gene-LSM04_004132;Name=LSM04_004132;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004132",1212
"JAJSEB010000016.1","Genbank","gene",442852,443781,".","-",".","ID=gene-LSM04_009013;Name=LSM04_009013;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009013",930
"JAJSEB010000016.1","Genbank","gene",444011,444724,".","-",".","ID=gene-LSM04_008662;Name=LSM04_008662;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008662",714
"JAJSEB010000016.1","Genbank","gene",445344,446669,".","+",".","ID=gene-LSM04_008305;Name=LSM04_008305;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008305",1326
"JAJSEB010000016.1","Genbank","gene",446930,448738,".","+",".","ID=gene-LSM04_005697;Name=LSM04_005697;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005697",1809
"JAJSEB010000016.1","Genbank","gene",448964,450067,".","+",".","ID=gene-LSM04_008525;Name=LSM04_008525;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008525",1104
"JAJSEB010000016.1","Genbank","gene",450394,450945,".","+",".","ID=gene-LSM04_005501;Name=LSM04_005501;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005501",552
"JAJSEB010000016.1","Genbank","gene",451413,452318,".","+",".","ID=gene-LSM04_005518;Name=LSM04_005518;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005518",906
"JAJSEB010000016.1","Genbank","gene",452860,454188,".","+",".","ID=gene-LSM04_000019;Name=LSM04_000019;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000019",1329
"JAJSEB010000016.1","Genbank","gene",454483,455889,".","+",".","ID=gene-LSM04_008729;Name=LSM04_008729;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008729",1407
"JAJSEB010000016.1","Genbank","gene",456314,458149,".","+",".","ID=gene-LSM04_008117;Name=LSM04_008117;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008117",1836
"JAJSEB010000016.1","Genbank","gene",458495,459490,".","+",".","ID=gene-LSM04_006085;Name=LSM04_006085;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006085",996
"JAJSEB010000016.1","Genbank","gene",459938,460495,".","+",".","ID=gene-LSM04_005994;Name=LSM04_005994;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005994",558
"JAJSEB010000016.1","Genbank","gene",460789,462219,".","+",".","ID=gene-LSM04_006779;Name=LSM04_006779;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006779",1431
"JAJSEB010000016.1","Genbank","gene",462384,462797,".","+",".","ID=gene-LSM04_004846;Name=LSM04_004846;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004846",414
"JAJSEB010000016.1","Genbank","gene",463116,463457,".","+",".","ID=gene-LSM04_004332;Name=LSM04_004332;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004332",342
"JAJSEB010000016.1","Genbank","gene",463814,465127,".","+",".","ID=gene-LSM04_001120;Name=LSM04_001120;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001120",1314
"JAJSEB010000016.1","Genbank","gene",465547,466461,".","+",".","ID=gene-LSM04_005383;Name=LSM04_005383;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005383",915
"JAJSEB010000016.1","Genbank","gene",466893,467810,".","+",".","ID=gene-LSM04_001717;Name=LSM04_001717;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001717",918
"JAJSEB010000016.1","Genbank","gene",468241,469272,".","+",".","ID=gene-LSM04_005239;Name=LSM04_005239;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005239",1032
"JAJSEB010000016.1","Genbank","gene",469540,470279,".","+",".","ID=gene-LSM04_003680;Name=LSM04_003680;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003680",740
"JAJSEB010000016.1","Genbank","gene",470604,472289,".","+",".","ID=gene-LSM04_001269;Name=LSM04_001269;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001269",1686
"JAJSEB010000016.1","Genbank","gene",472633,473037,".","+",".","ID=gene-LSM04_003024;Name=LSM04_003024;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003024",405
"JAJSEB010000016.1","Genbank","gene",473288,476062,".","+",".","ID=gene-LSM04_005464;Name=LSM04_005464;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005464",2775
"JAJSEB010000016.1","Genbank","gene",476467,477642,".","+",".","ID=gene-LSM04_007746;Name=LSM04_007746;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007746",1176
"JAJSEB010000016.1","Genbank","gene",478430,479494,".","+",".","ID=gene-LSM04_006895;Name=LSM04_006895;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006895",1065
"JAJSEB010000016.1","Genbank","gene",479740,481563,".","+",".","ID=gene-LSM04_004859;Name=LSM04_004859;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004859",1824
"JAJSEB010000016.1","Genbank","gene",482551,482913,".","+",".","ID=gene-LSM04_002848;Name=LSM04_002848;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002848",363
"JAJSEB010000016.1","Genbank","gene",483896,486052,".","+",".","ID=gene-LSM04_006322;Name=LSM04_006322;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006322",2157
"JAJSEB010000016.1","Genbank","gene",486284,487051,".","+",".","ID=gene-LSM04_008639;Name=LSM04_008639;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008639",768
"JAJSEB010000016.1","Genbank","gene",487280,490357,".","+",".","ID=gene-LSM04_005543;Name=LSM04_005543;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005543",3078
"JAJSEB010000016.1","Genbank","gene",491231,491506,".","-",".","ID=gene-LSM04_003413;Name=LSM04_003413;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003413",276
"JAJSEB010000016.1","Genbank","gene",499217,499676,".","+",".","ID=gene-LSM04_001271;Name=LSM04_001271;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001271",460
"JAJSEB010000016.1","Genbank","gene",504964,505398,".","+",".","ID=gene-LSM04_008800;Name=LSM04_008800;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008800",435
"JAJSEB010000020.1","Genbank","gene",1831,4224,".","-",".","ID=gene-LSM04_007483;Name=LSM04_007483;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007483",2394
"JAJSEB010000020.1","Genbank","gene",4633,6045,".","-",".","ID=gene-LSM04_003533;Name=LSM04_003533;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003533",1413
"JAJSEB010000020.1","Genbank","gene",6503,7894,".","-",".","ID=gene-LSM04_004742;Name=LSM04_004742;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004742",1392
"JAJSEB010000020.1","Genbank","gene",8385,10238,".","-",".","ID=gene-LSM04_006329;Name=LSM04_006329;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006329",1854
"JAJSEB010000020.1","Genbank","gene",10506,13493,".","-",".","ID=gene-LSM04_000353;Name=LSM04_000353;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000353",2988
"JAJSEB010000020.1","Genbank","gene",13958,16864,".","-",".","ID=gene-LSM04_005090;Name=LSM04_005090;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005090",2907
"JAJSEB010000020.1","Genbank","gene",17206,17673,".","-",".","ID=gene-LSM04_002993;Name=LSM04_002993;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002993",468
"JAJSEB010000020.1","Genbank","gene",17942,19882,".","-",".","ID=gene-LSM04_003621;Name=LSM04_003621;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003621",1941
"JAJSEB010000020.1","Genbank","gene",20254,20931,".","-",".","ID=gene-LSM04_004512;Name=LSM04_004512;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004512",678
"JAJSEB010000020.1","Genbank","gene",21312,22175,".","-",".","ID=gene-LSM04_003459;Name=LSM04_003459;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003459",864
"JAJSEB010000020.1","Genbank","gene",22599,23576,".","-",".","ID=gene-LSM04_005981;Name=LSM04_005981;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005981",978
"JAJSEB010000020.1","Genbank","gene",24652,25623,".","-",".","ID=gene-LSM04_009500;Name=LSM04_009500;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009500",972
"JAJSEB010000020.1","Genbank","gene",26290,27282,".","-",".","ID=gene-LSM04_008962;Name=LSM04_008962;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008962",993
"JAJSEB010000020.1","Genbank","gene",27458,28282,".","-",".","ID=gene-LSM04_009165;Name=LSM04_009165;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009165",825
"JAJSEB010000020.1","Genbank","gene",29831,31963,".","-",".","ID=gene-LSM04_006173;Name=LSM04_006173;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006173",2133
"JAJSEB010000020.1","Genbank","gene",33310,36999,".","-",".","ID=gene-LSM04_008768;Name=LSM04_008768;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008768",3690
"JAJSEB010000020.1","Genbank","gene",38383,40914,".","-",".","ID=gene-LSM04_005805;Name=LSM04_005805;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005805",2532
