"seqid","source","type","start","end","score","strand","phase","attributes","longitud"
"JAJSEB010000012.1","Genbank","CDS",237557,239092,".","+","0","ID=cds-KAH9600080.1;Parent=rna-gnl|WGS:JAJSEB|jg8927.t1;Dbxref=NCBI_GP:KAH9600080.1;Name=KAH9600080.1;gbkey=CDS;locus_tag=LSM04_001247;orig_transcript_id=gnl|WGS:JAJSEB|jg8927.t1;product=hypothetical protein;protein_id=KAH9600080.1",1536
"JAJSEB010000012.1","Genbank","gene",239929,244788,".","+",".","ID=gene-LSM04_004965;Name=LSM04_004965;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004965",4860
"JAJSEB010000012.1","Genbank","mRNA",239929,244788,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8928.t1;Parent=gene-LSM04_004965;gbkey=mRNA;locus_tag=LSM04_004965;orig_protein_id=gnl|WGS:JAJSEB|jg8928.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8928.t1;product=Adenosine/AMP deaminase domain",4860
"JAJSEB010000012.1","Genbank","exon",239929,240268,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8928.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8928.t1;gbkey=mRNA;locus_tag=LSM04_004965;orig_protein_id=gnl|WGS:JAJSEB|jg8928.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8928.t1;product=Adenosine/AMP deaminase domain",340
"JAJSEB010000012.1","Genbank","exon",240392,244788,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8928.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg8928.t1;gbkey=mRNA;locus_tag=LSM04_004965;orig_protein_id=gnl|WGS:JAJSEB|jg8928.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8928.t1;product=Adenosine/AMP deaminase domain",4397
"JAJSEB010000012.1","Genbank","CDS",239929,240268,".","+","0","ID=cds-KAH9600156.1;Parent=rna-gnl|WGS:JAJSEB|jg8928.t1;Dbxref=NCBI_GP:KAH9600156.1;Name=KAH9600156.1;gbkey=CDS;locus_tag=LSM04_004965;orig_transcript_id=gnl|WGS:JAJSEB|jg8928.t1;product=Adenosine/AMP deaminase domain;protein_id=KAH9600156.1",340
"JAJSEB010000012.1","Genbank","CDS",240392,244788,".","+","2","ID=cds-KAH9600156.1;Parent=rna-gnl|WGS:JAJSEB|jg8928.t1;Dbxref=NCBI_GP:KAH9600156.1;Name=KAH9600156.1;gbkey=CDS;locus_tag=LSM04_004965;orig_transcript_id=gnl|WGS:JAJSEB|jg8928.t1;product=Adenosine/AMP deaminase domain;protein_id=KAH9600156.1",4397
"JAJSEB010000012.1","Genbank","gene",245567,247453,".","+",".","ID=gene-LSM04_009703;Name=LSM04_009703;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009703",1887
"JAJSEB010000012.1","Genbank","mRNA",245567,247453,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8929.t1;Parent=gene-LSM04_009703;gbkey=mRNA;locus_tag=LSM04_009703;orig_protein_id=gnl|WGS:JAJSEB|jg8929.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8929.t1;product=hypothetical protein",1887
"JAJSEB010000012.1","Genbank","exon",245567,247453,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8929.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8929.t1;gbkey=mRNA;locus_tag=LSM04_009703;orig_protein_id=gnl|WGS:JAJSEB|jg8929.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8929.t1;product=hypothetical protein",1887
"JAJSEB010000012.1","Genbank","CDS",245567,247453,".","+","0","ID=cds-KAH9600238.1;Parent=rna-gnl|WGS:JAJSEB|jg8929.t1;Dbxref=NCBI_GP:KAH9600238.1;Name=KAH9600238.1;gbkey=CDS;locus_tag=LSM04_009703;orig_transcript_id=gnl|WGS:JAJSEB|jg8929.t1;product=hypothetical protein;protein_id=KAH9600238.1",1887
"JAJSEB010000012.1","Genbank","gene",248516,250282,".","+",".","ID=gene-LSM04_009045;Name=LSM04_009045;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009045",1767
"JAJSEB010000012.1","Genbank","mRNA",248516,250282,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8930.t1;Parent=gene-LSM04_009045;gbkey=mRNA;locus_tag=LSM04_009045;orig_protein_id=gnl|WGS:JAJSEB|jg8930.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8930.t1;product=AAA ATPase",1767
"JAJSEB010000012.1","Genbank","exon",248516,250282,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8930.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8930.t1;gbkey=mRNA;locus_tag=LSM04_009045;orig_protein_id=gnl|WGS:JAJSEB|jg8930.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8930.t1;product=AAA ATPase",1767
"JAJSEB010000012.1","Genbank","CDS",248516,250282,".","+","0","ID=cds-KAH9600225.1;Parent=rna-gnl|WGS:JAJSEB|jg8930.t1;Dbxref=NCBI_GP:KAH9600225.1;Name=KAH9600225.1;gbkey=CDS;locus_tag=LSM04_009045;orig_transcript_id=gnl|WGS:JAJSEB|jg8930.t1;product=AAA ATPase;protein_id=KAH9600225.1",1767
"JAJSEB010000012.1","Genbank","gene",251432,252667,".","+",".","ID=gene-LSM04_002306;Name=LSM04_002306;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002306",1236
"JAJSEB010000012.1","Genbank","mRNA",251432,252667,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8931.t1;Parent=gene-LSM04_002306;gbkey=mRNA;locus_tag=LSM04_002306;orig_protein_id=gnl|WGS:JAJSEB|jg8931.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8931.t1;product=Actin family",1236
"JAJSEB010000012.1","Genbank","exon",251432,252667,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8931.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8931.t1;gbkey=mRNA;locus_tag=LSM04_002306;orig_protein_id=gnl|WGS:JAJSEB|jg8931.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8931.t1;product=Actin family",1236
"JAJSEB010000012.1","Genbank","CDS",251432,252667,".","+","0","ID=cds-KAH9600101.1;Parent=rna-gnl|WGS:JAJSEB|jg8931.t1;Dbxref=NCBI_GP:KAH9600101.1;Name=KAH9600101.1;gbkey=CDS;locus_tag=LSM04_002306;orig_transcript_id=gnl|WGS:JAJSEB|jg8931.t1;product=Actin family;protein_id=KAH9600101.1",1236
"JAJSEB010000012.1","Genbank","gene",253301,255373,".","+",".","ID=gene-LSM04_009713;Name=LSM04_009713;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009713",2073
"JAJSEB010000012.1","Genbank","mRNA",253301,255373,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8932.t1;Parent=gene-LSM04_009713;gbkey=mRNA;locus_tag=LSM04_009713;orig_protein_id=gnl|WGS:JAJSEB|jg8932.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8932.t1;product=tRNA methyltransferase",2073
"JAJSEB010000012.1","Genbank","exon",253301,255373,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8932.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8932.t1;gbkey=mRNA;locus_tag=LSM04_009713;orig_protein_id=gnl|WGS:JAJSEB|jg8932.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8932.t1;product=tRNA methyltransferase",2073
"JAJSEB010000012.1","Genbank","CDS",253301,255373,".","+","0","ID=cds-KAH9600239.1;Parent=rna-gnl|WGS:JAJSEB|jg8932.t1;Dbxref=NCBI_GP:KAH9600239.1;Name=KAH9600239.1;gbkey=CDS;locus_tag=LSM04_009713;orig_transcript_id=gnl|WGS:JAJSEB|jg8932.t1;product=tRNA methyltransferase;protein_id=KAH9600239.1",2073
"JAJSEB010000012.1","Genbank","gene",255942,256769,".","+",".","ID=gene-LSM04_001098;Name=LSM04_001098;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001098",828
"JAJSEB010000012.1","Genbank","mRNA",255942,256769,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8933.t1;Parent=gene-LSM04_001098;gbkey=mRNA;locus_tag=LSM04_001098;orig_protein_id=gnl|WGS:JAJSEB|jg8933.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8933.t1;product=Glycosyl transferase",828
"JAJSEB010000012.1","Genbank","exon",255942,256769,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8933.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8933.t1;gbkey=mRNA;locus_tag=LSM04_001098;orig_protein_id=gnl|WGS:JAJSEB|jg8933.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8933.t1;product=Glycosyl transferase",828
"JAJSEB010000012.1","Genbank","CDS",255942,256769,".","+","0","ID=cds-KAH9600077.1;Parent=rna-gnl|WGS:JAJSEB|jg8933.t1;Dbxref=NCBI_GP:KAH9600077.1;Name=KAH9600077.1;gbkey=CDS;locus_tag=LSM04_001098;orig_transcript_id=gnl|WGS:JAJSEB|jg8933.t1;product=Glycosyl transferase;protein_id=KAH9600077.1",828
"JAJSEB010000012.1","Genbank","gene",257497,260763,".","+",".","ID=gene-LSM04_008811;Name=LSM04_008811;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008811",3267
"JAJSEB010000012.1","Genbank","mRNA",257497,260763,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8934.t1;Parent=gene-LSM04_008811;gbkey=mRNA;locus_tag=LSM04_008811;orig_protein_id=gnl|WGS:JAJSEB|jg8934.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8934.t1;product=hypothetical protein",3267
"JAJSEB010000012.1","Genbank","exon",257497,260763,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8934.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8934.t1;gbkey=mRNA;locus_tag=LSM04_008811;orig_protein_id=gnl|WGS:JAJSEB|jg8934.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8934.t1;product=hypothetical protein",3267
"JAJSEB010000012.1","Genbank","CDS",257497,260763,".","+","0","ID=cds-KAH9600220.1;Parent=rna-gnl|WGS:JAJSEB|jg8934.t1;Dbxref=NCBI_GP:KAH9600220.1;Name=KAH9600220.1;gbkey=CDS;locus_tag=LSM04_008811;orig_transcript_id=gnl|WGS:JAJSEB|jg8934.t1;product=hypothetical protein;protein_id=KAH9600220.1",3267
"JAJSEB010000012.1","Genbank","gene",261700,263607,".","+",".","ID=gene-LSM04_006065;Name=LSM04_006065;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006065",1908
"JAJSEB010000012.1","Genbank","mRNA",261700,263607,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8935.t1;Parent=gene-LSM04_006065;gbkey=mRNA;locus_tag=LSM04_006065;orig_protein_id=gnl|WGS:JAJSEB|jg8935.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8935.t1;product=Leucine-rich repeat",1908
"JAJSEB010000012.1","Genbank","exon",261700,263607,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8935.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8935.t1;gbkey=mRNA;locus_tag=LSM04_006065;orig_protein_id=gnl|WGS:JAJSEB|jg8935.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8935.t1;product=Leucine-rich repeat",1908
"JAJSEB010000012.1","Genbank","CDS",261700,263607,".","+","0","ID=cds-KAH9600176.1;Parent=rna-gnl|WGS:JAJSEB|jg8935.t1;Dbxref=NCBI_GP:KAH9600176.1;Name=KAH9600176.1;gbkey=CDS;locus_tag=LSM04_006065;orig_transcript_id=gnl|WGS:JAJSEB|jg8935.t1;product=Leucine-rich repeat;protein_id=KAH9600176.1",1908
"JAJSEB010000012.1","Genbank","gene",264711,265937,".","+",".","ID=gene-LSM04_009296;Name=LSM04_009296;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009296",1227
"JAJSEB010000012.1","Genbank","mRNA",264711,265937,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8936.t1;Parent=gene-LSM04_009296;gbkey=mRNA;locus_tag=LSM04_009296;orig_protein_id=gnl|WGS:JAJSEB|jg8936.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8936.t1;product=hypothetical protein",1227
"JAJSEB010000012.1","Genbank","exon",264711,265937,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8936.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8936.t1;gbkey=mRNA;locus_tag=LSM04_009296;orig_protein_id=gnl|WGS:JAJSEB|jg8936.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8936.t1;product=hypothetical protein",1227
"JAJSEB010000012.1","Genbank","CDS",264711,265937,".","+","0","ID=cds-KAH9600229.1;Parent=rna-gnl|WGS:JAJSEB|jg8936.t1;Dbxref=NCBI_GP:KAH9600229.1;Name=KAH9600229.1;gbkey=CDS;locus_tag=LSM04_009296;orig_transcript_id=gnl|WGS:JAJSEB|jg8936.t1;product=hypothetical protein;protein_id=KAH9600229.1",1227
"JAJSEB010000012.1","Genbank","gene",266521,267483,".","+",".","ID=gene-LSM04_009283;Name=LSM04_009283;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009283",963
"JAJSEB010000012.1","Genbank","mRNA",266521,267483,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8937.t1;Parent=gene-LSM04_009283;gbkey=mRNA;locus_tag=LSM04_009283;orig_protein_id=gnl|WGS:JAJSEB|jg8937.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8937.t1;product=hypothetical protein",963
"JAJSEB010000012.1","Genbank","exon",266521,267483,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8937.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8937.t1;gbkey=mRNA;locus_tag=LSM04_009283;orig_protein_id=gnl|WGS:JAJSEB|jg8937.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8937.t1;product=hypothetical protein",963
"JAJSEB010000012.1","Genbank","CDS",266521,267483,".","+","0","ID=cds-KAH9600228.1;Parent=rna-gnl|WGS:JAJSEB|jg8937.t1;Dbxref=NCBI_GP:KAH9600228.1;Name=KAH9600228.1;gbkey=CDS;locus_tag=LSM04_009283;orig_transcript_id=gnl|WGS:JAJSEB|jg8937.t1;product=hypothetical protein;protein_id=KAH9600228.1",963
"JAJSEB010000012.1","Genbank","gene",267942,269075,".","+",".","ID=gene-LSM04_004673;Name=LSM04_004673;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004673",1134
"JAJSEB010000012.1","Genbank","mRNA",267942,269075,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8938.t1;Parent=gene-LSM04_004673;gbkey=mRNA;locus_tag=LSM04_004673;orig_protein_id=gnl|WGS:JAJSEB|jg8938.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8938.t1;product=hypothetical protein",1134
"JAJSEB010000012.1","Genbank","exon",267942,269075,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8938.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8938.t1;gbkey=mRNA;locus_tag=LSM04_004673;orig_protein_id=gnl|WGS:JAJSEB|jg8938.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8938.t1;product=hypothetical protein",1134
"JAJSEB010000012.1","Genbank","CDS",267942,269075,".","+","0","ID=cds-KAH9600152.1;Parent=rna-gnl|WGS:JAJSEB|jg8938.t1;Dbxref=NCBI_GP:KAH9600152.1;Name=KAH9600152.1;gbkey=CDS;locus_tag=LSM04_004673;orig_transcript_id=gnl|WGS:JAJSEB|jg8938.t1;product=hypothetical protein;protein_id=KAH9600152.1",1134
"JAJSEB010000012.1","Genbank","gene",269508,271892,".","+",".","ID=gene-LSM04_009194;Name=LSM04_009194;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009194",2385
"JAJSEB010000012.1","Genbank","mRNA",269508,271892,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8939.t1;Parent=gene-LSM04_009194;gbkey=mRNA;locus_tag=LSM04_009194;orig_protein_id=gnl|WGS:JAJSEB|jg8939.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8939.t1;product=Potassium channel tetramerization-type BTB domain",2385
"JAJSEB010000012.1","Genbank","exon",269508,271892,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8939.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8939.t1;gbkey=mRNA;locus_tag=LSM04_009194;orig_protein_id=gnl|WGS:JAJSEB|jg8939.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8939.t1;product=Potassium channel tetramerization-type BTB domain",2385
"JAJSEB010000012.1","Genbank","CDS",269508,271892,".","+","0","ID=cds-KAH9600227.1;Parent=rna-gnl|WGS:JAJSEB|jg8939.t1;Dbxref=NCBI_GP:KAH9600227.1;Name=KAH9600227.1;gbkey=CDS;locus_tag=LSM04_009194;orig_transcript_id=gnl|WGS:JAJSEB|jg8939.t1;product=Potassium channel tetramerization-type BTB domain;protein_id=KAH9600227.1",2385
"JAJSEB010000012.1","Genbank","gene",272621,275017,".","+",".","ID=gene-LSM04_004122;Name=LSM04_004122;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004122",2397
"JAJSEB010000012.1","Genbank","mRNA",272621,275017,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8940.t1;Parent=gene-LSM04_004122;gbkey=mRNA;locus_tag=LSM04_004122;orig_protein_id=gnl|WGS:JAJSEB|jg8940.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8940.t1;product=hypothetical protein",2397
"JAJSEB010000012.1","Genbank","exon",272621,275017,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8940.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8940.t1;gbkey=mRNA;locus_tag=LSM04_004122;orig_protein_id=gnl|WGS:JAJSEB|jg8940.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8940.t1;product=hypothetical protein",2397
"JAJSEB010000012.1","Genbank","CDS",272621,275017,".","+","0","ID=cds-KAH9600145.1;Parent=rna-gnl|WGS:JAJSEB|jg8940.t1;Dbxref=NCBI_GP:KAH9600145.1;Name=KAH9600145.1;gbkey=CDS;locus_tag=LSM04_004122;orig_transcript_id=gnl|WGS:JAJSEB|jg8940.t1;product=hypothetical protein;protein_id=KAH9600145.1",2397
"JAJSEB010000012.1","Genbank","gene",277421,278989,".","+",".","ID=gene-LSM04_006875;Name=LSM04_006875;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006875",1569
"JAJSEB010000012.1","Genbank","mRNA",277421,278989,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8941.t1;Parent=gene-LSM04_006875;gbkey=mRNA;locus_tag=LSM04_006875;orig_protein_id=gnl|WGS:JAJSEB|jg8941.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8941.t1;product=Peptidase M16",1569
"JAJSEB010000012.1","Genbank","exon",277421,278989,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8941.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8941.t1;gbkey=mRNA;locus_tag=LSM04_006875;orig_protein_id=gnl|WGS:JAJSEB|jg8941.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8941.t1;product=Peptidase M16",1569
"JAJSEB010000012.1","Genbank","CDS",277421,278989,".","+","0","ID=cds-KAH9600194.1;Parent=rna-gnl|WGS:JAJSEB|jg8941.t1;Dbxref=NCBI_GP:KAH9600194.1;Name=KAH9600194.1;gbkey=CDS;locus_tag=LSM04_006875;orig_transcript_id=gnl|WGS:JAJSEB|jg8941.t1;product=Peptidase M16;protein_id=KAH9600194.1",1569
"JAJSEB010000012.1","Genbank","gene",279720,280673,".","+",".","ID=gene-LSM04_003292;Name=LSM04_003292;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003292",954
"JAJSEB010000012.1","Genbank","mRNA",279720,280673,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8942.t1;Parent=gene-LSM04_003292;gbkey=mRNA;locus_tag=LSM04_003292;orig_protein_id=gnl|WGS:JAJSEB|jg8942.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8942.t1;product=hypothetical protein",954
"JAJSEB010000012.1","Genbank","exon",279720,280673,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8942.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8942.t1;gbkey=mRNA;locus_tag=LSM04_003292;orig_protein_id=gnl|WGS:JAJSEB|jg8942.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8942.t1;product=hypothetical protein",954
"JAJSEB010000012.1","Genbank","CDS",279720,280673,".","+","0","ID=cds-KAH9600124.1;Parent=rna-gnl|WGS:JAJSEB|jg8942.t1;Dbxref=NCBI_GP:KAH9600124.1;Name=KAH9600124.1;gbkey=CDS;locus_tag=LSM04_003292;orig_transcript_id=gnl|WGS:JAJSEB|jg8942.t1;product=hypothetical protein;protein_id=KAH9600124.1",954
"JAJSEB010000012.1","Genbank","gene",281229,282989,".","+",".","ID=gene-LSM04_005048;Name=LSM04_005048;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005048",1761
"JAJSEB010000012.1","Genbank","mRNA",281229,282989,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8943.t1;Parent=gene-LSM04_005048;gbkey=mRNA;locus_tag=LSM04_005048;orig_protein_id=gnl|WGS:JAJSEB|jg8943.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8943.t1;product=hypothetical protein",1761
"JAJSEB010000012.1","Genbank","exon",281229,282989,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8943.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8943.t1;gbkey=mRNA;locus_tag=LSM04_005048;orig_protein_id=gnl|WGS:JAJSEB|jg8943.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8943.t1;product=hypothetical protein",1761
"JAJSEB010000012.1","Genbank","CDS",281229,282989,".","+","0","ID=cds-KAH9600158.1;Parent=rna-gnl|WGS:JAJSEB|jg8943.t1;Dbxref=NCBI_GP:KAH9600158.1;Name=KAH9600158.1;gbkey=CDS;locus_tag=LSM04_005048;orig_transcript_id=gnl|WGS:JAJSEB|jg8943.t1;product=hypothetical protein;protein_id=KAH9600158.1",1761
"JAJSEB010000012.1","Genbank","gene",283999,286344,".","+",".","ID=gene-LSM04_007939;Name=LSM04_007939;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007939",2346
"JAJSEB010000012.1","Genbank","mRNA",283999,286344,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8944.t1;Parent=gene-LSM04_007939;gbkey=mRNA;locus_tag=LSM04_007939;orig_protein_id=gnl|WGS:JAJSEB|jg8944.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8944.t1;product=hypothetical protein",2346
"JAJSEB010000012.1","Genbank","exon",283999,286344,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8944.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8944.t1;gbkey=mRNA;locus_tag=LSM04_007939;orig_protein_id=gnl|WGS:JAJSEB|jg8944.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8944.t1;product=hypothetical protein",2346
"JAJSEB010000012.1","Genbank","CDS",283999,286344,".","+","0","ID=cds-KAH9600212.1;Parent=rna-gnl|WGS:JAJSEB|jg8944.t1;Dbxref=NCBI_GP:KAH9600212.1;Name=KAH9600212.1;gbkey=CDS;locus_tag=LSM04_007939;orig_transcript_id=gnl|WGS:JAJSEB|jg8944.t1;product=hypothetical protein;protein_id=KAH9600212.1",2346
"JAJSEB010000012.1","Genbank","gene",287702,291325,".","+",".","ID=gene-LSM04_001287;Name=LSM04_001287;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001287",3624
"JAJSEB010000012.1","Genbank","mRNA",287702,291325,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8945.t1;Parent=gene-LSM04_001287;gbkey=mRNA;locus_tag=LSM04_001287;orig_protein_id=gnl|WGS:JAJSEB|jg8945.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8945.t1;product=hypothetical protein",3624
"JAJSEB010000012.1","Genbank","exon",287702,291325,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8945.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8945.t1;gbkey=mRNA;locus_tag=LSM04_001287;orig_protein_id=gnl|WGS:JAJSEB|jg8945.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8945.t1;product=hypothetical protein",3624
"JAJSEB010000012.1","Genbank","CDS",287702,291325,".","+","0","ID=cds-KAH9600081.1;Parent=rna-gnl|WGS:JAJSEB|jg8945.t1;Dbxref=NCBI_GP:KAH9600081.1;Name=KAH9600081.1;gbkey=CDS;locus_tag=LSM04_001287;orig_transcript_id=gnl|WGS:JAJSEB|jg8945.t1;product=hypothetical protein;protein_id=KAH9600081.1",3624
"JAJSEB010000012.1","Genbank","gene",291869,292537,".","+",".","ID=gene-LSM04_008342;Name=LSM04_008342;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008342",669
"JAJSEB010000012.1","Genbank","mRNA",291869,292537,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8946.t1;Parent=gene-LSM04_008342;gbkey=mRNA;locus_tag=LSM04_008342;orig_protein_id=gnl|WGS:JAJSEB|jg8946.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8946.t1;product=hypothetical protein",669
"JAJSEB010000012.1","Genbank","exon",291869,292537,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg8946.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg8946.t1;gbkey=mRNA;locus_tag=LSM04_008342;orig_protein_id=gnl|WGS:JAJSEB|jg8946.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8946.t1;product=hypothetical protein",669
"JAJSEB010000012.1","Genbank","CDS",291869,292537,".","+","0","ID=cds-KAH9600216.1;Parent=rna-gnl|WGS:JAJSEB|jg8946.t1;Dbxref=NCBI_GP:KAH9600216.1;Name=KAH9600216.1;gbkey=CDS;locus_tag=LSM04_008342;orig_transcript_id=gnl|WGS:JAJSEB|jg8946.t1;product=hypothetical protein;protein_id=KAH9600216.1",669
"JAJSEB010000012.1","Genbank","gene",293595,299120,".","+",".","ID=gene-LSM04_005794;Name=LSM04_005794;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005794",5526
"JAJSEB010000012.1","Genbank","mRNA",293595,299120,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg8947.t1;Parent=gene-LSM04_005794;gbkey=mRNA;locus_tag=LSM04_005794;orig_protein_id=gnl|WGS:JAJSEB|jg8947.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg8947.t1;product=hypothetical protein",5526
